Depth_cm,Rainfall_mm,Temperature_C,Slope_pct,Land_Use,Parent_Material,Clay_pct,Sand_pct,Silt_pct,Organic_Matter_pct,pH,Nitrogen_mgkg,Phosphorus_mgkg,Potassium_mgkg,Moisture_pct,CEC_cmolkg,Fertility_Score,Fertility_Class
57.6,557.3,22.1,8.14,Grassland,Alluvium,18.75,63.59,17.66,4.2,6.28,425.6,29.4,113.2,10.79,14.98,35.5,Low
81.5,668.3,18.8,8.51,Wetland,Residuum,34.07,53.81,12.11,6.74,4.96,602.1,18.7,157.5,9.82,27.76,47.1,Medium
136.0,651.5,16.7,19.3,Forest,Alluvium,30.54,46.78,22.68,4.51,6.17,360.2,11.1,115.9,12.43,23.61,38.4,Low
93.6,985.7,30.3,3.48,Forest,Alluvium,26.82,50.55,22.64,5.57,5.64,558.8,28.0,112.9,10.89,19.48,46.3,Medium
17.5,1383.1,14.0,3.03,Cropland,Alluvium,28.53,58.44,13.03,7.31,4.06,702.7,10.7,114.7,17.16,29.06,48.6,Medium
141.0,1507.8,15.6,7.0,Grassland,Alluvium,44.6,44.06,11.34,3.66,5.14,340.2,20.1,141.9,19.46,29.04,28.8,Low
94.2,1109.5,29.9,0.71,Forest,Alluvium,41.79,56.22,1.99,8.1,4.21,878.6,21.4,181.4,20.42,32.21,74.0,High
50.2,1075.2,13.0,3.96,Forest,Glacial Till,27.04,58.14,14.83,7.06,4.87,614.0,34.2,100.6,17.2,25.04,58.9,Medium
20.9,499.7,14.7,3.95,Grassland,Alluvium,18.79,56.75,24.46,5.63,6.09,641.2,21.2,103.1,10.22,20.43,53.0,Medium
119.1,814.3,17.1,0.47,Forest,Loess,44.65,45.38,9.97,4.86,5.25,463.3,30.1,142.9,17.46,30.01,44.6,Medium
93.0,753.1,23.0,2.71,Cropland,Alluvium,28.0,54.98,17.02,4.06,5.6,276.0,16.4,91.3,9.68,22.17,25.6,Low
80.0,794.8,19.2,9.6,Cropland,Glacial Till,26.32,51.15,22.53,4.92,5.73,456.4,30.3,147.0,10.61,21.89,44.8,Medium
134.1,908.0,10.2,9.7,Cropland,Residuum,39.33,42.89,17.77,5.08,5.14,540.5,37.9,141.2,22.32,30.91,44.5,Medium
118.3,832.0,14.8,0.52,Grassland,Residuum,45.24,49.32,5.43,4.01,5.77,359.5,12.2,170.3,21.37,28.15,34.5,Low
22.8,455.2,14.4,0.48,Cropland,Residuum,14.76,66.96,18.29,4.84,5.8,371.0,24.6,62.0,5.53,14.83,38.6,Low
46.8,1137.0,17.5,1.52,Cropland,Residuum,27.15,58.69,14.16,6.27,5.01,586.2,45.3,110.6,13.91,23.27,55.3,Medium
37.3,681.8,20.6,10.39,Cropland,Residuum,21.17,67.45,11.38,5.24,6.15,446.2,24.3,133.3,12.62,22.0,58.7,Medium
111.6,1009.8,20.5,0.69,Cropland,Alluvium,37.65,46.04,16.31,5.55,5.48,556.6,23.4,215.8,15.89,28.66,54.9,Medium
5.0,1468.5,7.3,6.36,Cropland,Glacial Till,24.91,66.35,8.74,9.45,4.99,944.6,35.3,79.6,17.9,32.33,77.6,High
85.5,720.2,24.4,0.53,Forest,Residuum,25.64,50.49,23.87,5.21,4.95,431.9,21.6,119.2,16.3,23.71,35.1,Low
114.4,317.4,19.5,4.88,Forest,Residuum,39.55,42.17,18.28,2.77,6.39,221.0,6.1,161.5,9.46,19.58,26.5,Low
131.5,878.5,26.3,2.2,Forest,Loess,36.05,39.61,24.34,3.24,5.14,352.8,27.2,128.8,19.82,20.74,25.5,Low
51.3,1225.2,20.7,7.78,Forest,Residuum,27.93,51.96,20.11,7.15,4.12,628.0,7.1,153.4,19.05,25.55,46.2,Medium
123.2,1439.6,24.6,1.33,Cropland,Glacial Till,46.85,41.21,11.94,5.08,4.6,418.1,17.0,149.0,24.53,30.13,38.3,Low
16.6,642.6,20.8,5.1,Grassland,Residuum,24.57,59.64,15.79,5.74,5.18,474.5,32.4,126.5,6.92,22.26,42.2,Medium
127.0,1074.2,26.1,1.34,Grassland,Loess,37.97,50.58,11.45,3.55,5.68,358.1,16.9,135.8,15.82,26.54,44.3,Medium
19.1,833.7,21.1,6.25,Grassland,Alluvium,27.19,47.89,24.92,5.87,5.76,576.2,18.5,159.1,14.92,26.96,67.4,High
59.6,923.5,17.4,10.34,Cropland,Glacial Till,29.22,51.57,19.21,5.64,4.46,494.9,28.1,115.8,10.49,24.41,46.8,Medium
119.6,1611.1,31.6,0.68,Cropland,Loess,50.29,40.11,9.6,3.06,4.07,291.1,8.8,166.4,27.54,28.56,23.1,Low
22.5,574.3,23.3,10.07,Cropland,Alluvium,11.48,53.03,35.49,4.77,5.01,545.0,10.8,116.0,9.48,13.77,37.0,Low
34.4,1013.4,21.4,4.5,Forest,Alluvium,27.06,49.23,23.71,6.61,4.85,569.3,25.8,103.7,18.58,26.23,60.4,High
108.3,1066.9,10.3,0.68,Forest,Residuum,37.17,44.93,17.9,6.78,5.23,526.8,23.2,153.7,14.43,31.37,60.6,High
108.0,1221.4,10.3,2.79,Cropland,Glacial Till,45.56,52.47,1.97,4.68,4.85,472.0,10.2,121.7,24.49,31.94,35.4,Low
96.2,974.5,19.8,0.88,Wetland,Alluvium,32.81,53.1,14.09,7.4,4.84,696.3,30.1,116.1,20.77,31.9,64.4,High
104.1,1027.0,18.9,6.03,Forest,Residuum,36.5,53.9,9.6,5.68,5.71,496.8,27.4,158.4,17.99,23.74,55.5,Medium
81.4,852.1,14.3,7.11,Forest,Alluvium,28.17,45.52,26.32,6.93,4.17,697.9,19.9,107.6,11.65,26.93,42.7,Medium
37.8,1017.3,18.8,0.56,Grassland,Residuum,22.86,64.59,12.55,7.35,5.69,748.3,24.3,107.7,11.61,28.48,65.1,High
51.9,864.2,27.5,3.53,Forest,Residuum,29.43,61.62,8.95,6.08,5.03,445.6,26.8,146.2,12.55,25.15,52.2,Medium
27.2,1105.4,22.2,8.43,Grassland,Glacial Till,25.36,44.06,30.58,6.26,5.1,555.8,33.0,110.7,17.82,26.84,40.7,Medium
136.3,857.6,11.2,13.76,Grassland,Residuum,42.84,42.21,14.95,3.33,5.05,455.5,15.8,179.8,18.02,25.66,28.4,Low
87.5,1044.3,17.3,3.6,Wetland,Glacial Till,27.9,57.63,14.47,7.51,6.01,748.9,32.8,138.0,15.66,28.69,72.8,High
60.1,942.7,13.2,15.01,Cropland,Residuum,29.14,57.84,13.02,5.51,4.57,563.8,25.6,143.3,13.72,22.41,44.6,Medium
69.3,1231.5,15.7,3.84,Grassland,Alluvium,43.93,41.77,14.3,6.55,4.76,692.3,30.3,197.5,22.75,31.32,53.8,Medium
142.1,937.2,15.5,2.51,Cropland,Residuum,42.14,44.99,12.87,4.04,5.46,384.6,20.5,166.8,16.83,28.89,40.6,Medium
23.0,506.7,15.1,9.43,Cropland,Residuum,22.5,54.04,23.46,6.31,5.03,646.9,16.1,157.4,8.0,25.13,59.4,Medium
87.9,1265.5,10.5,3.4,Cropland,Glacial Till,36.77,50.44,12.79,6.92,4.44,700.6,19.6,174.1,17.98,31.14,57.5,Medium
75.9,723.6,17.2,3.19,Forest,Glacial Till,23.73,64.13,12.14,7.15,5.64,711.7,28.9,109.9,15.64,23.24,68.2,High
91.7,786.6,14.6,3.37,Cropland,Alluvium,31.55,48.02,20.43,4.79,4.98,436.2,35.1,168.9,18.73,24.35,39.5,Low
2.7,801.1,2.0,9.38,Cropland,Alluvium,19.01,65.55,15.44,8.33,4.99,802.0,23.1,120.9,11.27,28.57,62.0,High
130.8,1293.6,30.3,8.92,Grassland,Alluvium,40.6,42.98,16.42,3.82,4.48,327.9,24.3,145.2,25.77,29.78,36.0,Low
139.8,416.1,24.5,2.58,Grassland,Glacial Till,34.85,45.74,19.4,3.3,6.5,314.6,18.3,148.6,13.97,21.99,41.2,Medium
84.8,1734.4,15.7,2.03,Grassland,Glacial Till,45.74,49.76,4.51,7.57,4.03,649.0,24.6,199.8,26.66,33.16,50.2,Medium
104.5,1214.0,18.1,3.39,Forest,Loess,40.21,53.42,6.38,6.7,5.62,588.9,37.4,169.9,14.85,33.84,62.5,High
138.4,1005.8,11.0,4.25,Grassland,Residuum,45.83,49.9,4.27,4.19,4.59,381.0,24.8,212.7,18.04,28.87,47.7,Medium
106.1,936.3,28.2,1.36,Cropland,Residuum,38.81,40.76,20.43,3.56,4.57,281.5,7.6,177.9,17.23,26.82,18.6,Low
22.9,1021.4,29.4,7.9,Grassland,Residuum,23.53,54.26,22.21,5.18,6.03,461.8,18.8,132.6,10.91,22.03,52.4,Medium
86.4,1080.3,18.9,3.33,Wetland,Alluvium,33.63,56.44,9.93,7.71,4.65,722.6,35.2,119.9,11.93,29.56,59.6,Medium
91.0,1111.3,24.1,2.03,Forest,Residuum,37.93,49.39,12.68,7.01,4.28,689.9,24.3,149.5,20.01,31.9,56.0,Medium
63.6,1088.9,19.1,0.56,Grassland,Alluvium,28.61,47.82,23.57,5.58,4.1,586.8,11.0,133.1,17.84,27.2,40.2,Medium
110.5,972.4,10.0,1.36,Forest,Alluvium,44.23,48.42,7.35,6.21,5.68,562.3,18.0,184.0,14.92,32.65,47.3,Medium
140.2,900.7,15.5,14.91,Cropland,Glacial Till,36.28,45.76,17.96,4.35,5.28,493.5,26.0,162.3,14.44,23.4,34.2,Low
138.8,912.2,18.8,1.82,Cropland,Loess,45.85,52.23,1.92,3.37,5.4,376.9,26.8,170.2,21.02,24.54,38.1,Low
67.6,901.3,15.3,0.92,Forest,Residuum,29.73,62.92,7.35,7.35,5.17,728.9,25.7,139.4,10.29,27.28,58.6,Medium
17.0,1233.4,16.7,3.09,Grassland,Residuum,25.59,59.55,14.86,5.05,5.26,488.8,41.4,141.9,16.52,21.29,52.9,Medium
147.7,1098.4,17.5,1.83,Forest,Residuum,44.93,53.08,1.99,3.63,4.86,363.7,24.8,142.8,18.54,29.48,24.6,Low
125.8,214.9,17.5,0.18,Forest,Loess,29.1,54.38,16.52,2.65,7.75,323.1,15.3,170.4,8.75,16.42,27.3,Low
18.7,1114.0,18.3,1.95,Cropland,Loess,17.07,65.2,17.73,6.37,5.3,678.8,17.5,55.9,9.86,24.17,42.0,Medium
138.1,998.7,11.6,3.93,Grassland,Loess,39.25,57.28,3.47,4.35,5.93,493.1,13.9,189.3,16.73,24.12,45.1,Medium
130.5,945.3,13.7,4.01,Wetland,Loess,40.13,49.4,10.47,6.81,5.88,649.7,28.7,157.4,17.77,37.03,65.0,High
77.8,852.9,10.3,2.2,Grassland,Alluvium,32.32,50.69,16.99,5.66,5.3,571.3,18.9,164.7,15.43,29.89,65.0,High
88.7,1231.0,23.9,2.96,Grassland,Residuum,41.74,36.81,21.44,5.77,4.46,628.5,34.7,169.6,22.54,31.18,45.9,Medium
59.9,1186.9,5.4,16.84,Cropland,Residuum,25.34,55.56,19.1,5.9,4.99,523.3,34.3,133.3,17.13,20.5,45.3,Medium
8.2,756.8,24.9,2.37,Forest,Residuum,14.2,67.13,18.67,6.14,5.72,563.9,29.6,114.3,14.63,19.17,40.8,Medium
50.3,1051.8,26.3,1.49,Forest,Loess,23.38,62.82,13.81,6.91,5.04,657.5,15.1,142.0,20.99,24.26,63.0,High
120.4,707.1,16.2,1.4,Cropland,Residuum,39.59,51.25,9.16,3.25,5.62,362.9,13.7,143.8,12.59,22.1,34.6,Low
0.7,605.1,2.4,3.06,Grassland,Alluvium,19.85,55.84,24.32,5.84,6.31,609.8,35.2,138.3,2.29,21.78,62.4,High
50.0,793.3,15.8,7.13,Cropland,Residuum,29.1,42.14,28.77,6.48,6.44,601.7,22.0,106.6,16.64,25.05,70.5,High
59.7,1165.6,17.6,1.15,Grassland,Glacial Till,35.17,47.68,17.14,7.25,5.48,598.2,35.0,148.1,19.39,29.62,65.1,High
80.6,1188.3,11.9,6.18,Cropland,Alluvium,37.16,47.74,15.1,7.13,5.75,692.1,30.1,173.3,22.59,31.29,72.3,High
138.0,1078.3,14.9,0.11,Forest,Loess,52.53,39.23,8.24,5.06,4.97,425.6,21.5,208.0,23.21,33.11,48.2,Medium
52.0,1131.3,27.2,2.71,Forest,Residuum,31.3,56.49,12.2,7.18,5.25,592.4,19.8,151.2,16.65,33.32,63.8,High
52.0,1079.0,22.0,7.48,Grassland,Alluvium,30.28,65.26,4.46,7.07,5.65,596.1,25.3,127.4,17.84,27.41,56.9,Medium
110.6,789.6,12.5,2.07,Grassland,Residuum,35.38,51.28,13.34,3.8,4.97,380.8,20.3,166.0,18.38,24.79,32.5,Low
67.8,1058.0,8.4,4.15,Grassland,Loess,26.01,54.4,19.6,6.97,5.07,744.0,33.0,110.9,10.94,26.64,66.6,High
33.7,1150.1,16.0,1.15,Forest,Residuum,24.73,54.84,20.43,7.84,5.74,746.8,20.5,169.9,13.28,28.29,72.7,High
67.9,1138.6,16.7,6.77,Wetland,Glacial Till,31.47,53.44,15.09,9.14,4.6,881.2,25.6,140.8,16.72,34.22,74.2,High
21.1,1247.2,21.0,0.27,Forest,Alluvium,26.92,50.22,22.86,8.08,4.06,838.2,25.0,92.8,18.08,30.84,51.8,Medium
26.5,1127.1,14.8,9.57,Forest,Alluvium,30.64,53.87,15.49,8.84,5.67,747.0,34.6,110.8,16.03,32.88,86.3,High
74.8,1037.9,21.1,1.1,Wetland,Glacial Till,33.85,54.09,12.06,8.04,5.84,795.3,20.9,147.6,17.66,32.57,71.9,High
62.8,1217.5,29.6,10.37,Forest,Residuum,35.01,52.0,12.99,5.29,4.99,502.1,11.0,148.4,21.66,26.98,48.0,Medium
137.2,943.4,22.9,2.17,Grassland,Residuum,41.52,49.91,8.57,4.7,5.16,480.6,26.2,207.6,22.59,28.28,49.4,Medium
54.4,729.5,17.7,6.41,Forest,Loess,23.05,59.93,17.03,5.43,5.59,487.2,10.8,92.9,12.19,19.96,31.5,Low
87.1,909.2,16.9,1.92,Cropland,Residuum,28.6,43.64,27.76,5.97,5.38,517.9,33.8,132.9,13.14,25.28,59.7,Medium
94.8,763.8,15.9,11.82,Wetland,Loess,27.13,58.9,13.97,6.95,6.54,668.7,26.2,103.6,11.24,27.29,69.7,High
2.0,781.2,25.1,0.68,Cropland,Alluvium,19.6,55.19,25.21,7.45,5.55,806.8,14.1,102.0,10.83,25.27,71.8,High
99.5,913.9,14.2,0.98,Grassland,Alluvium,36.57,43.31,20.12,5.68,6.31,591.0,21.0,191.1,18.77,28.74,62.5,High
26.7,751.9,18.3,3.4,Forest,Alluvium,24.41,49.95,25.64,7.25,5.02,658.2,28.1,96.2,13.59,25.74,60.4,High
144.2,873.0,18.3,0.43,Cropland,Glacial Till,45.0,47.85,7.15,3.82,5.48,282.1,15.6,179.4,23.8,28.15,24.7,Low
22.3,476.6,15.0,1.09,Cropland,Alluvium,15.94,59.9,24.16,6.13,5.7,481.8,24.6,114.1,5.27,18.95,43.4,Medium
62.2,1003.3,9.8,14.39,Forest,Loess,34.79,40.77,24.44,5.25,4.85,577.7,27.1,143.8,19.33,27.31,40.0,Medium
12.8,950.3,19.9,18.75,Cropland,Glacial Till,14.77,64.75,20.49,6.88,5.3,596.1,23.4,115.8,17.51,20.65,48.9,Medium
149.5,745.7,17.6,2.36,Forest,Residuum,47.69,35.13,17.18,2.95,5.69,261.2,11.2,140.4,17.02,28.03,33.3,Low
75.3,1114.8,21.0,12.84,Wetland,Residuum,28.84,54.98,16.18,8.14,5.19,852.9,24.6,177.1,16.53,32.08,71.8,High
89.3,1184.4,14.8,3.94,Cropland,Residuum,39.75,49.57,10.68,4.63,5.91,343.0,33.5,202.5,16.73,26.19,54.2,Medium
10.1,548.1,25.3,1.57,Forest,Residuum,19.55,64.56,15.89,5.68,6.01,629.5,37.7,112.7,7.56,21.93,53.5,Medium
112.5,759.3,12.7,6.06,Cropland,Residuum,36.07,60.85,3.08,5.48,6.04,505.4,7.8,208.2,10.62,27.81,59.5,Medium
31.5,757.7,28.3,5.38,Cropland,Loess,11.46,55.51,33.03,6.45,5.8,544.1,33.9,84.9,12.45,22.75,62.2,High
134.7,715.0,7.5,22.61,Grassland,Glacial Till,32.99,51.54,15.47,3.76,6.57,342.2,23.6,148.2,13.8,22.3,48.8,Medium
30.8,1157.4,20.6,1.54,Wetland,Glacial Till,31.81,50.85,17.34,9.37,6.26,846.7,38.8,179.8,14.87,35.38,91.8,High
28.6,901.5,20.9,5.57,Cropland,Glacial Till,24.13,59.33,16.54,6.06,5.71,601.7,19.9,110.7,14.98,23.6,39.7,Low
5.5,883.9,13.2,0.27,Grassland,Glacial Till,21.28,59.59,19.13,7.56,4.98,679.1,11.4,83.6,12.27,22.67,54.3,Medium
70.8,449.0,20.5,0.6,Cropland,Residuum,19.03,57.42,23.55,3.77,5.65,243.0,24.8,67.2,10.16,15.43,23.2,Low
84.7,1108.9,25.7,0.02,Forest,Loess,33.67,48.84,17.49,6.67,5.38,620.2,17.2,195.6,14.38,30.91,54.9,Medium
9.9,640.2,4.7,37.63,Grassland,Glacial Till,5.93,60.04,34.03,6.64,6.07,549.7,15.0,69.8,7.57,15.76,43.9,Medium
116.3,965.0,21.0,8.1,Cropland,Residuum,39.32,54.3,6.38,3.85,5.5,377.6,9.4,147.6,18.9,21.33,41.2,Medium
68.0,1019.3,3.0,7.73,Grassland,Glacial Till,34.63,53.71,11.66,6.23,5.5,521.1,29.0,117.7,15.1,28.61,47.1,Medium
78.7,1290.2,12.2,3.56,Grassland,Residuum,35.81,55.81,8.38,5.65,4.67,507.7,22.6,171.0,15.2,25.8,47.0,Medium
66.1,622.8,27.8,1.78,Cropland,Loess,28.37,52.53,19.09,4.74,5.65,461.7,28.1,110.0,11.33,23.0,45.2,Medium
60.1,200.0,14.5,0.82,Wetland,Loess,21.0,54.51,24.49,6.39,6.8,594.0,31.2,103.5,9.29,25.96,59.4,Medium
83.9,996.0,11.0,1.68,Grassland,Glacial Till,30.53,46.74,22.73,5.83,6.23,568.9,21.6,143.4,19.82,27.52,63.5,High
23.3,1400.1,16.8,2.36,Cropland,Alluvium,19.14,61.62,19.23,8.52,5.01,850.1,26.8,88.3,14.92,29.58,79.7,High
27.3,1259.7,30.4,7.06,Cropland,Loess,27.28,48.76,23.96,6.05,5.28,504.8,19.3,124.6,14.35,23.85,44.1,Medium
129.3,1002.4,7.0,3.88,Cropland,Residuum,41.69,56.36,1.96,4.39,5.61,413.0,19.4,193.3,15.78,27.69,43.8,Medium
141.9,827.1,11.7,0.4,Wetland,Alluvium,40.86,39.68,19.46,6.51,5.17,418.5,16.3,170.4,16.27,29.96,52.2,Medium
56.0,1151.8,27.0,0.09,Grassland,Loess,25.39,57.68,16.93,5.48,4.92,535.0,24.8,127.3,16.78,21.56,48.1,Medium
40.6,706.6,29.1,0.54,Forest,Residuum,26.12,65.04,8.85,6.4,5.17,590.3,32.5,132.4,9.7,23.35,52.4,Medium
96.6,1069.1,17.4,2.64,Cropland,Loess,36.23,53.67,10.1,5.47,5.23,460.9,15.8,138.2,14.9,25.18,40.6,Medium
61.3,1076.4,10.6,13.53,Cropland,Residuum,29.44,54.86,15.7,7.06,4.77,690.0,34.5,185.3,19.15,30.82,50.4,Medium
3.8,1215.1,30.6,5.07,Forest,Residuum,28.95,48.27,22.78,7.43,5.38,775.9,27.0,114.5,18.54,24.44,59.5,Medium
23.4,1639.9,27.6,8.09,Forest,Loess,20.5,50.44,29.07,7.64,4.2,697.0,26.1,121.8,21.83,28.0,47.3,Medium
107.4,1048.1,22.1,3.14,Cropland,Residuum,36.01,54.81,9.17,4.28,4.63,350.1,5.4,148.5,11.57,27.69,32.6,Low
98.8,822.8,13.1,2.24,Cropland,Alluvium,34.04,60.31,5.64,3.88,6.34,378.1,7.2,165.9,6.04,24.46,40.1,Medium
4.1,943.6,17.7,0.57,Cropland,Glacial Till,25.67,53.25,21.08,7.53,5.16,635.1,27.0,155.4,9.76,25.13,57.8,Medium
33.3,507.7,17.0,10.43,Forest,Residuum,9.89,57.73,32.38,5.37,5.92,470.7,29.8,89.0,4.76,12.57,41.4,Medium
34.7,776.3,20.0,7.64,Forest,Loess,28.62,39.51,31.87,8.55,5.96,885.9,23.9,143.1,16.72,29.75,75.9,High
100.8,847.7,26.7,0.92,Grassland,Residuum,36.53,44.02,19.44,5.14,4.76,492.4,34.1,156.3,9.42,28.49,56.1,Medium
3.0,819.0,23.3,3.59,Cropland,Residuum,16.72,60.12,23.16,6.64,5.99,518.3,31.8,49.9,14.96,21.48,60.2,High
15.6,988.1,11.5,3.34,Forest,Residuum,20.71,68.21,11.09,8.62,5.44,710.9,21.1,78.8,11.89,25.33,73.1,High
120.0,744.4,26.3,4.91,Cropland,Residuum,35.07,54.75,10.18,2.13,6.26,212.0,18.6,125.2,17.62,22.55,32.3,Low
26.8,1230.3,19.9,14.61,Cropland,Residuum,26.66,57.17,16.17,9.01,4.42,908.1,46.9,118.1,13.87,34.3,78.2,High
97.9,950.1,22.1,4.33,Forest,Residuum,31.23,50.42,18.35,4.9,5.22,368.0,11.3,106.1,17.07,23.88,43.0,Medium
35.7,947.7,26.8,3.89,Forest,Residuum,25.82,52.3,21.88,6.63,5.2,657.2,28.6,145.5,14.54,25.77,53.9,Medium
14.9,868.0,11.3,0.26,Forest,Alluvium,19.47,67.72,12.8,6.23,5.43,671.2,21.5,112.2,12.48,18.82,46.0,Medium
36.5,988.8,17.8,0.32,Grassland,Residuum,23.27,58.41,18.32,6.74,4.39,753.9,28.6,115.9,12.61,23.8,49.3,Medium
108.3,1156.3,14.8,1.04,Grassland,Alluvium,51.36,29.14,19.5,4.13,4.92,411.9,29.4,147.8,25.86,32.8,45.4,Medium
128.4,733.2,8.6,0.17,Grassland,Alluvium,41.52,43.12,15.36,4.0,4.79,410.0,15.7,156.2,19.64,27.78,29.6,Low
124.5,785.5,20.1,6.8,Grassland,Glacial Till,39.91,42.9,17.19,3.22,5.8,177.8,28.3,87.0,14.65,23.71,26.8,Low
59.6,874.1,32.0,6.42,Grassland,Loess,31.52,49.39,19.1,4.12,4.52,517.1,36.2,131.4,15.73,22.28,27.7,Low
100.2,613.5,7.0,0.73,Cropland,Loess,27.46,58.27,14.27,3.8,5.05,326.5,19.5,127.7,4.67,19.44,29.8,Low
30.7,745.2,17.8,9.04,Cropland,Residuum,26.32,54.88,18.8,6.19,5.89,532.0,31.2,133.2,14.07,24.29,46.9,Medium
44.0,830.9,21.8,0.84,Forest,Glacial Till,15.56,60.98,23.46,5.46,5.28,503.7,17.7,63.3,15.83,19.32,31.8,Low
134.5,1168.6,18.7,1.79,Cropland,Loess,42.52,54.49,2.98,3.63,4.65,435.3,18.0,164.6,15.43,22.82,38.5,Low
2.0,1015.6,17.3,1.43,Grassland,Loess,18.2,55.81,25.99,7.82,6.01,875.4,26.7,85.7,12.79,24.46,80.6,High
12.8,998.4,10.2,2.33,Cropland,Residuum,23.8,68.09,8.1,9.35,5.27,895.8,35.7,106.1,14.7,31.05,82.8,High
31.2,1162.7,19.4,1.47,Cropland,Glacial Till,27.93,50.61,21.46,7.15,5.49,739.3,35.5,150.1,17.16,26.45,69.7,High
4.0,915.7,13.5,3.36,Forest,Glacial Till,17.86,60.71,21.43,7.26,5.34,692.3,24.9,160.5,11.76,22.32,57.2,Medium
27.2,1047.6,4.9,2.62,Cropland,Glacial Till,24.51,54.83,20.66,6.93,6.57,595.8,39.6,125.6,13.49,24.67,63.0,High
87.5,924.2,25.2,21.55,Grassland,Alluvium,23.38,57.88,18.74,4.68,4.91,533.3,32.5,98.0,11.48,19.39,36.6,Low
63.2,1016.3,23.8,0.29,Grassland,Alluvium,25.48,58.65,15.86,5.22,5.95,458.8,30.1,128.6,13.69,22.45,39.6,Low
133.9,804.3,18.3,0.77,Cropland,Alluvium,44.39,48.19,7.42,4.25,5.36,496.0,16.2,187.5,16.93,29.16,47.6,Medium
122.6,340.3,19.4,0.27,Grassland,Alluvium,36.83,45.22,17.94,3.01,5.26,364.3,13.1,161.1,7.71,18.7,27.4,Low
51.3,916.4,24.4,4.92,Cropland,Glacial Till,32.84,45.2,21.96,6.3,5.67,635.3,18.2,210.3,16.1,29.31,57.0,Medium
38.9,1305.7,19.3,0.28,Grassland,Alluvium,27.41,69.94,2.64,6.61,4.8,738.0,31.1,112.3,20.21,25.64,66.6,High
57.0,1181.6,23.4,9.05,Cropland,Alluvium,32.03,49.48,18.49,7.06,4.3,804.9,13.6,147.4,16.9,33.11,62.7,High
88.5,1191.3,16.2,3.59,Cropland,Alluvium,35.84,54.48,9.67,5.39,4.35,501.3,25.8,185.7,14.48,25.06,45.8,Medium
40.2,1259.0,25.9,3.74,Cropland,Alluvium,33.8,41.77,24.44,5.7,4.7,493.1,13.0,180.1,19.95,25.45,38.7,Low
93.6,972.2,19.9,4.12,Grassland,Alluvium,39.16,46.78,14.05,6.55,5.32,510.3,31.0,107.2,15.61,30.97,54.6,Medium
61.4,999.3,19.2,0.94,Wetland,Loess,31.56,51.88,16.56,6.74,4.17,774.7,22.6,139.5,11.88,29.18,58.9,Medium
82.8,795.6,10.4,1.1,Forest,Residuum,30.71,55.95,13.34,5.31,5.93,478.5,34.1,172.6,13.51,21.08,53.3,Medium
65.4,871.0,19.7,1.92,Forest,Alluvium,33.4,35.3,31.31,5.62,5.05,601.6,31.3,214.2,15.3,25.16,65.0,High
44.2,1103.9,13.0,4.5,Wetland,Residuum,30.21,54.38,15.41,11.09,4.28,1009.1,42.0,160.7,14.45,38.07,90.2,High
142.3,1251.0,14.2,1.18,Cropland,Residuum,45.47,38.09,16.44,5.82,5.19,645.6,34.6,159.6,23.44,30.8,57.2,Medium
114.5,915.1,13.1,0.62,Cropland,Alluvium,34.07,53.21,12.72,5.64,5.22,493.6,23.7,118.2,10.7,29.91,52.0,Medium
21.0,837.5,11.6,17.55,Cropland,Loess,14.54,55.79,29.68,6.42,6.25,538.5,16.8,157.1,5.4,19.12,46.8,Medium
130.3,950.1,30.7,0.11,Forest,Loess,48.87,37.99,13.14,6.15,5.69,572.2,16.0,195.0,22.61,33.12,66.6,High
73.1,1100.3,26.0,8.12,Grassland,Loess,36.11,48.5,15.39,5.63,5.25,502.7,5.9,126.7,12.44,29.29,36.2,Low
134.2,589.0,29.5,7.76,Grassland,Loess,32.06,46.05,21.89,3.42,5.94,361.1,11.4,130.6,9.82,24.83,39.6,Low
120.0,376.0,10.7,1.76,Cropland,Alluvium,28.82,51.3,19.88,3.47,6.28,326.5,21.4,136.4,3.85,21.09,33.7,Low
63.8,812.4,18.4,0.73,Cropland,Glacial Till,34.07,44.1,21.83,5.25,5.37,536.7,17.7,156.4,14.18,28.89,52.7,Medium
3.4,644.8,10.2,0.79,Grassland,Glacial Till,11.53,52.66,35.81,6.59,5.41,609.0,23.2,72.8,9.91,22.39,56.1,Medium
40.3,823.0,13.8,5.98,Forest,Glacial Till,25.08,62.32,12.61,6.72,5.87,598.3,29.8,109.9,11.73,23.55,59.5,Medium
81.2,913.1,12.5,5.15,Grassland,Alluvium,29.31,46.1,24.58,5.78,5.16,514.3,20.3,91.8,22.67,27.21,37.7,Low
95.0,836.7,25.4,7.63,Forest,Glacial Till,38.94,47.51,13.55,5.37,5.56,633.2,13.8,179.7,19.51,25.76,48.4,Medium
38.7,1313.1,15.6,13.86,Cropland,Glacial Till,22.79,61.98,15.23,7.01,5.38,679.4,24.9,112.1,13.14,25.82,54.6,Medium
20.9,1031.7,24.4,5.89,Wetland,Glacial Till,26.66,51.65,21.69,10.27,5.2,856.8,23.7,145.7,11.78,33.42,70.0,High
125.2,1025.1,21.6,0.85,Grassland,Alluvium,43.29,41.24,15.47,1.68,5.07,128.5,13.0,193.3,27.98,25.5,24.2,Low
147.7,1105.6,31.8,1.39,Cropland,Loess,48.37,44.76,6.88,3.65,4.94,353.0,29.2,177.4,24.24,31.78,39.8,Low
